model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold,thresh
CostCV,0.0,5,3.9130501872330448,0.7882352941176469,0.8611111111111112,0.9117647058823528,0.999876938222988,0.8857142857142857,0.9558208220526704,0.441172794148284,0.2647036764889704,-3.0555555555555554e-05,2,0.5
CostCV,0.0,5,3.939984964120773,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.999907019990702,0.8888888888888888,0.9443979544397954,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,3,0.5
CostCV,0.0,5,3.9314570233704274,3.0046666666666666,0.8571428571428571,0.8,0.9998884239888424,0.8275862068965517,0.8999442119944212,0.3999966666944442,0.5999950000416664,-2.2222222222222223e-05,4,0.5
CostCV,0.0,5,3.9356036663632494,3.381891891891892,0.7073170731707317,0.7837837837837838,0.9997271300907292,0.7435897435897436,0.8917554569372566,0.9782077061029292,0.6521384707352861,-7.777777777777778e-05,5,0.5
CostCV,0.0,7,5.210181278906814,0.7272727272727273,0.8,0.9090909090909092,0.999809494780157,0.851063829787234,0.954450201935533,0.6818125000473482,0.2727250000189392,-2.5e-05,1,0.5
CostCV,0.0,7,5.458708928701946,2.029705882352941,0.8529411764705882,0.8529411764705882,0.999876731916572,0.8529411764705882,0.9264089541935802,0.441172794148284,0.441172794148284,-4.1666666666666665e-05,2,0.5
CostCV,0.0,7,4.925783929534059,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.9999068641147434,0.8888888888888888,0.9443978765018162,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,3,0.5
CostCV,0.0,7,5.618604356445087,3.0046666666666666,0.8571428571428571,0.8,0.999888236937692,0.8275862068965517,0.8999441184688461,0.3999966666944442,0.5999950000416664,-2.2222222222222223e-05,4,0.5
CostCV,0.0,7,5.44613674508058,3.5945945945945947,0.7878787878787878,0.7027027027027027,0.9998405575928752,0.7428571428571429,0.851271630147789,0.5706211618933754,0.8966903972610184,-8.055555555555556e-05,5,0.5
CostCV,0.0,10,6.413692342380698,0.2272727272727272,0.8461538461538461,1.0,0.9998472116119176,0.9166666666666666,0.9999236058059588,0.5454500000378785,0.0,-1.1111111111111112e-05,1,0.5
CostCV,0.0,10,5.872885064130861,0.1411764705882352,0.8421052631578947,0.9411764705882352,0.9998517053880376,0.8888888888888888,0.9705140879881364,0.5294073529779408,0.1764691176593136,-2.777777777777778e-05,2,0.5
CostCV,0.0,10,5.6242350499356,1.3333333333333333,0.8,0.8888888888888888,0.999813258636788,0.8421052631578947,0.9443510737628384,0.666661111157407,0.3333305555787035,-1.1111111111111112e-05,3,0.5
CostCV,0.0,10,5.621259655014962,1.2046666666666668,0.7647058823529411,0.8666666666666667,0.9997759103641456,0.8125,0.9332212885154062,0.7999933333888885,0.3999966666944442,-2.2222222222222223e-05,4,0.5
CostCV,0.0,10,5.84295466270732,4.108108108108108,0.78125,0.6756756756756757,0.9998401534526854,0.7246376811594203,0.8377579145641805,0.5706211618933754,0.9782077061029292,-8.61111111111111e-05,5,0.5
CostCV,0.0,15,8.283037370381116,0.7727272727272727,0.7692307692307693,0.9090909090909092,0.9997698504027618,0.8333333333333334,0.9544303797468354,0.8181750000568178,0.2727250000189392,-2.777777777777778e-05,1,0.5
CostCV,0.0,15,7.496016809783038,2.059117647058823,0.8529411764705882,0.8529411764705882,0.9998758997269794,0.8529411764705882,0.926408538098784,0.441172794148284,0.441172794148284,-4.1666666666666665e-05,2,0.5
CostCV,0.0,15,7.392637141830875,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.9999062353492734,0.8888888888888888,0.9443975621190812,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,3,0.5
CostCV,0.0,15,7.598003940439912,1.4713333333333334,0.9285714285714286,0.8666666666666667,0.999943741209564,0.896551724137931,0.9333052039381152,0.1999983333472221,0.3999966666944442,-1.388888888888889e-05,4,0.5
CostCV,0.0,15,7.633391322513059,-2.114864864864865,0.7380952380952381,0.8378378378378378,0.9997477469213658,0.7848101265822784,0.9187927923796018,0.8966903972610184,0.4891038530514646,-6.38888888888889e-05,5,0.5
